244082124,34.2660171,108.9424252, Xi'an | 西安市
244084828,34.2240937,108.9441647, Yanta Qu | 雁塔区
244084830,34.2696343,108.9497165, Xincheng | 新城区
269810635,34.2796203,108.9539787, 
269810648,34.2795517,108.9634150, 
269810652,34.2795684,108.9694712, 
269810655,34.2799288,108.9712393, 
269981434,34.2789980,108.9235450, 
269981435,34.2787500,108.9277730, 
269981436,34.2788080,108.9342130, 
269981437,34.2791430,108.9395000, 
269981438,34.2792630,108.9485380, 
269981450,34.2794805,108.9520095, 
269981453,34.2799340,108.9540187, 
269981454,34.2799800,108.9579946, 
269984300,34.2796690,108.9579752, 
269984301,34.2799301,108.9551993, 
286622511,34.2168918,108.9585135, 
286622513,34.2243253,108.9559304, 
286622514,34.2243422,108.9601038, 
286622515,34.2246231,108.9614885, 
286622516,34.2249333,108.9713744, 
286622532,34.2371846,108.9344280, 
286622535,34.2319938,108.9591305, 
286622536,34.2310893,108.9591605, 
286622537,34.2243198,108.9592672, 
286622543,34.2243860,108.9607695, 
286622544,34.2317448,108.9593955, 
286622545,34.2312172,108.9594020, 
286622552,34.2609040,108.9278956, 
286622553,34.2608005,108.9415764, 
286622555,34.2604543,108.9426806, 
310330248,34.2392340,108.9589810, 
310330249,34.2353759,108.9590410, 
310337911,34.2001002,108.9307765, 
310338011,34.2683034,108.9906534, 
310338012,34.2664260,108.9906410, 
310338013,34.2643080,108.9906454, 
310338014,34.2633391,108.9907113, 
310338016,34.2621783,108.9908033, 
310338021,34.2617607,108.9910133, 
310338026,34.2614193,108.9913099, 互助立交
310338030,34.2611462,108.9915598, 
310338036,34.2607237,108.9917776, 
310338040,34.2600496,108.9918784, 
310338046,34.2581729,108.9917842, 
310338051,34.2551849,108.9918755, 
310338055,34.2517025,108.9918387, 
310338060,34.2493531,108.9918050, 
310338065,34.2465536,108.9915984, 
310338070,34.2451453,108.9917092, 
310338075,34.2447660,108.9916498, 
310338080,34.2446715,108.9914231, 
310338085,34.2444565,108.9907106, 
310338091,34.2441823,108.9901924, 
310338099,34.2405745,108.9818938, 
310338105,34.2375667,108.9746213, 
310338111,34.2342668,108.9670037, 太乙立交
310338116,34.2323907,108.9624655, 
310338122,34.2317042,108.9607242, 
310338124,34.2316434,108.9599325, 
310338125,34.2316532,108.9577464, 
310338126,34.2316687,108.9565382, 
310338128,34.2317067,108.9466341, 
310338130,34.2317233,108.9369920, 朱雀桥
310338131,34.2316401,108.9314863, 
310338132,34.2316455,108.9270504, 
310338133,34.2316808,108.9262528, 
310338134,34.2318559,108.9255038, 
310338135,34.2324136,108.9242695, 
310338136,34.2339473,108.9213785, 
310338178,34.2334013,108.9210633, 
310338179,34.2330228,108.9222741, 
310338181,34.2324728,108.9234814, 
310338182,34.2317221,108.9253332, 
310338183,34.2315879,108.9261171, 
310338184,34.2315556,108.9313503, 朱雀桥
310338185,34.2315705,108.9345075, 
310338186,34.2316452,108.9370701, 
310338188,34.2316301,108.9466255, 
310338189,34.2315497,108.9565028, 
310338190,34.2315480,108.9576055, 
310338191,34.2315610,108.9604501, 
310338192,34.2316108,108.9607447, 
310338193,34.2338428,108.9662433, 
310338195,34.2374716,108.9748697, 
310338196,34.2403949,108.9818021, 
310338198,34.2424556,108.9866678, 
310338199,34.2440341,108.9912440, 
310338200,34.2442264,108.9918491, 
310338201,34.2442899,108.9917096, 
310338202,34.2442122,108.9919298, 
310338203,34.2442242,108.9920933, 
310338204,34.2442499,108.9921697, 
310338205,34.2446515,108.9923736, 
310338206,34.2449618,108.9922092, 
310338208,34.2452319,108.9921657, 
310338209,34.2454270,108.9921455, 
310338210,34.2460316,108.9921758, 
310338211,34.2473095,108.9921053, 
310338214,34.2516829,108.9920853, 
310338216,34.2551966,108.9920605, 
310338217,34.2573089,108.9920204, 
310338218,34.2579613,108.9920199, 
310338220,34.2603500,108.9920809, 
310338222,34.2608679,108.9918518, 
310338223,34.2612252,108.9916391, 
310338224,34.2618296,108.9911678, 
310338225,34.2623847,108.9908605, 
310338226,34.2633644,108.9908264, 
310338227,34.2643377,108.9907613, 
310338228,34.2664989,108.9907911, 
310338229,34.2683275,108.9907947, 
310338230,34.2712044,109.0084758, Plant Market
310338231,34.2704830,108.9908233, 
310338233,34.2708717,108.9907815, 
310338238,34.2709235,108.9946669, 
310338239,34.2709182,108.9965775, 
310338240,34.2709346,108.9976544, 
310338269,34.2709167,109.0048825, 
310338270,34.2709374,109.0084127, 
310338271,34.2709270,109.0091271, 
310338275,34.2603220,109.0048780, 
310338276,34.2605307,108.9921240, 
310338278,34.2607689,108.9926573, 
310338279,34.2606786,108.9948465, 
310338281,34.2604213,108.9998004, 
310338282,34.2603249,109.0029613, 
310338301,34.2525095,109.0093039, 
310338316,34.2337352,108.9882439, 
310338317,34.2337333,108.9880072, 
310338318,34.2337524,108.9878199, 
310338319,34.2337987,108.9876791, 
310338322,34.2339052,108.9873594, 
310338323,34.2340965,108.9868975, 
310338324,34.2342059,108.9867838, 
310338325,34.2343504,108.9866926, 
310338326,34.2344777,108.9865896, 
310338327,34.2345447,108.9865309, 
310338328,34.2345622,108.9864483, 
310338329,34.2345879,108.9855629, 
310338330,34.2346035,108.9850221, 
310338331,34.2338708,108.9846313, QingLong Temple | 青龙寺
310347303,34.2500679,108.9421013, 
310347332,34.2498848,108.9423993, 
310347353,34.2244637,108.9420009, 
310347356,34.2067704,108.9418973, 
310347423,34.2106695,108.9418828, 
310347426,34.2106555,108.9344284, 
310347652,34.2540799,108.9416021, 
310347665,34.2539987,108.9430673, 
310347676,34.2604716,108.9419902, 
310347694,34.2321470,108.9586632, Saiga Electronics Market
310347697,34.2578307,108.9584834, 
310347699,34.2609901,108.9583948, 
310347702,34.2610198,108.9622557, 
