249318213,0,大雁塔文化休闲景区
249318214,0,秦汉唐
249318215,0,威斯汀
249318216,0,
249318219,409,雁塔南路
250513161,116,
250513162,179,
250518548,0,
250518549,0,
250518550,0,
250518551,0,
250518552,0,
250518553,0,
250518554,0,
250518555,0,
250518556,0,
250518557,0,
250518558,0,
250518559,0,
250518560,0,
250518561,0,
250518562,0,
250518563,0,
250518564,0,
250518565,0,
250518566,0,西外宾馆
250518567,0,
250519353,0,东大时尚购物广场
250519356,0,
250712077,26748,西安地铁二号线
251744007,0,
251744008,0,
251744009,131,
251744010,105,
251744011,54,
251744012,101,
251744013,90,
251744014,170,
251744015,145,
251744016,77,
251744017,77,
251744018,79,
251744019,82,
251744020,63,
251744021,93,
251744022,68,
251744023,78,
251744024,320,
251744025,65,
251744026,131,
251744027,88,
251744028,99,
251744029,52,
251744030,115,
251744031,36,
251744032,19,
251744033,58,
251744034,41,
251744035,102,
251744036,93,
251744037,29,
251744038,77,
251744040,0,大唐芙蓉园西门
251744042,86,
251744043,316,
251744044,118,
251744045,240,
251744560,1263,慈恩东路
251744568,89,
251744569,0,银泰城
251746745,0,
251746746,0,
251746747,0,
251746748,0,
251746749,0,
251746750,0,
251746751,0,
251746752,971,电视塔路
251751128,151,
251751129,41,
251751130,61,
251751131,61,
251751132,36,
251751133,53,
251751134,0,
251751135,0,
251751136,0,
251752003,163,
251752004,90,
251752005,268,
251752006,231,
251752007,297,
251752008,186,
251752009,33,
251752010,158,
251752011,63,
251752012,73,
251752013,157,
251752014,97,
251752015,105,
251752016,118,
251752017,50,
252132885,0,陕西戏曲大观园
252132887,58,
252132888,38,
252132889,0,
252132891,66,
252132892,0,
252132894,0,
252132896,0,
252132898,0,
252132900,215,
252132904,95,
252132906,129,
252132908,195,
252132910,130,
252132912,0,
252132915,0,
252132917,30,
252132919,0,
252132920,33,
252132922,32,
252132923,105,
252132924,23,
252132925,81,
252132927,156,
252132929,130,
252132931,165,
252734604,68,
252734605,0,
252734606,93,
252734607,118,
252734608,31,
252734610,811,
252735712,0,明德门北社区
252735713,0,
252865571,203,
252865572,137,
252865573,89,
252865574,276,
252865575,122,
252865576,201,
252867149,0,
252867150,323,
252867151,0,唐大慈恩寺遗址公园
252867152,103,
252867153,0,
252867154,0,兴庆宫公园
252867155,263,
252867156,45,
252867157,162,
252867158,0,
252867159,37,
252885690,0,
252885691,0,
252885692,0,
252885693,0,
252885694,0,
252885695,0,
252885696,0,
252885697,0,
252885698,0,
252885699,0,
252885700,0,
252886599,0,纬一街站
253971557,0,
253971558,0,
253971559,0,
253971560,0,
253971561,0,
253971563,0,曲江六号Ⅲ
253971564,0,
253971565,0,频谱研究所
253971566,0,锦盛邸
253971567,0,欧凯罗
253971569,0,
253971570,269,
253971571,0,
253971581,0,
253971582,0,
253971583,0,
253971584,0,大慈恩寺
253972087,122,
253972571,0,
254093826,0,
254328027,24625,西安地铁一号线
254328283,0,
254328284,0,
254328285,0,
254328287,31,
254328288,0,
254328289,0,
254470911,0,
254470912,0,
254470913,0,
254470914,0,
254470915,0,
254470916,0,
254470917,0,
254470918,0,
254470919,0,
254470920,0,
254470921,0,
254470922,0,
254470923,0,
254470924,0,
254470925,0,
254470926,0,
254470927,0,
254470928,0,
254470929,0,
254474173,0,西安电视台
254474175,0,金地湖城大境
254474177,0,西安市曲江第一中学
254474179,0,曲江海洋馆
254474184,0,
254488412,0,西安交通大学雁塔校区
254488413,0,西安交通大学第一附属医院
254488414,0,西安交通大学雁塔校区生活区
254488415,0,
254488417,0,陕西省教育局
254488418,0,85中
254488422,0,大唐通易坊
254488424,0,
254488425,0,
254488428,0,西安国际贸易中心
254488430,0,军人服务社
254488431,0,小雁塔公园
254488432,0,
254488433,0,西安博物院
