lat,lon,name,admin1,admin2,cc
34.2465174,108.9918384, None,2401911025,266583962,
34.2457505,108.9917935, None,2401911026,266583962,
34.2448537,108.9913558, None,2401911027,266583962,
34.2453175,108.9916289, None,2401911028,266583962,
34.2498546,108.9917418, None,2401911029,335518755,
34.2445703,108.9912199, None,2401916156,293499685,
34.2442111,108.9909731, None,2401916157,231866355,
34.2478009,108.9919584, None,2401916158,293499685,
34.2453122,108.9917231, None,2401916159,293499685,
34.2456833,108.9918636, 沙坡立交,2401916160,378402213,
34.2450150,108.9915675, None,2401916161,293499685,
34.2426792,108.9879458, None,2401916162,381956611,
34.2490607,108.9919884, None,2401916163,266583966,
34.2443175,108.9909249, None,2401916164,293499685,
34.2443920,108.9916092, None,2401916165,334802605,
34.2446489,108.9915769, None,2401916166,334802605,
34.2445179,108.9915627, None,2401916167,334802605,
34.2447667,108.9913851, None,2401916169,293499685,
34.2448329,108.9917349, None,2401916170,334802603,
34.2460469,108.9919334, None,2401916171,293499685,
34.2443321,108.9915353, None,2401916172,231866355,
34.2448775,108.9918393, None,2401916173,334802603,
34.2473263,108.9962684, None,2401916174,231866347,
34.2443530,108.9927059, None,2401916175,231866355,
34.2442236,108.9966744, None,2401916176,271449476,
34.2443309,108.9955540, None,2401916177,271449476,
34.2448313,108.9922192, None,2401916178,334802606,
34.2448873,108.9920717, None,2401916179,334802606,
34.2438652,108.9900451, None,2401916180,293499685,
34.2441036,108.9905865, None,2401916181,293499685,
34.2442865,108.9912736, None,2401916182,231866355,
34.2435162,108.9892716, None,2401916183,293499685,
34.2448961,108.9919547, None,2401916184,334802603,
34.2443543,108.9921040, None,2401916185,231866355,
34.2274839,108.9943731, None,2401917406,231866533,
34.2207738,108.9965012, None,2401917408,267205293,
34.2299488,108.9905435, None,2401917409,311900807,
34.2157150,108.9969867, None,2401918485,231866670,
34.2167774,108.9995372, None,2401918486,267205293,
34.2138518,108.9909195, None,2401918487,231866972,
34.2155331,108.9961713, None,2401918489,231866670,
34.2157992,108.9972227, None,2401918491,231866670,
34.2155020,108.9956241, None,2401918493,528240749,
34.2153290,108.9920675, None,2401918495,291702552,
34.2153734,108.9928668, None,2401918497,231866670,
34.2155774,108.9965468, None,2401918499,231866670,
34.2166565,108.9993459, None,2401918501,231866670,
34.2115229,108.9942562, None,2401922225,231866972,
34.2122814,108.9934998, None,2401922226,231866972,
34.2093047,108.9957207, None,2401922228,231866972,
34.2125476,108.9931565, None,2401922229,231866972,
34.2213185,108.9781404, None,2401922230,231866970,
34.2110216,108.9946585, None,2401922232,291702548,
34.2128936,108.9926039, None,2401922233,231866972,
34.2147169,108.9893263, None,2401922234,231866972,
34.2229065,108.9747715, None,2401922235,333378723,
34.2194688,108.9807368, None,2401922236,333378723,
34.2139905,109.0058948, None,2401922237,267205293,
34.2162384,108.9865904, None,2401922238,231866972,
34.2151795,109.0047578, None,2401922239,267205293,
34.2090652,108.9959621, None,2401922240,231866972,
34.2221347,108.9759624, None,2401922241,333378723,
34.2119399,108.9938807, None,2401922243,231866972,
34.2182271,108.9830085, None,2401922245,333378724,
34.2098548,108.9953344, None,2401922246,231866972,
34.2187812,108.9760163, None,2401923056,231867029,
34.2207580,108.9724733, None,2401923057,371135157,
34.2213378,108.9708013, None,2401923058,653967019,
34.2211489,108.9717310, None,2401923061,231867029,
34.2209759,108.9720046, None,2401923062,231867029,
34.2212209,108.9715207, None,2401923063,231867029,
34.2196261,108.9744557, None,2401923064,371135158,
34.2106722,108.9815361, None,2401924792,231867124,
34.2106594,108.9877571, None,2401924794,457336035,
34.2106550,108.9855510, None,2401924796,457336035,
34.2147998,109.0051792, None,2401925559,291702548,
34.2288905,108.9309795, None,2408850923,232538988,
34.2244150,108.9374927, None,2408850924,259481154,
34.2244836,108.9183382, None,2408850925,55696766,
34.2271078,108.9422495, None,2408850926,55691954,
34.2317892,108.9201253, None,2408850927,232538989,
34.2308094,108.9224105, None,2408850928,232538989,
34.2274744,108.9309706, None,2408850929,232538988,
34.2271091,108.9420235, None,2408850930,258738673,
34.2270835,108.9375060, None,2408850931,258738672,
34.2270664,108.9344957, None,2408850932,258738672,
34.2365390,109.0112396, None,2422308443,233915535,
34.2365879,109.0145929, None,2422308444,233915535,
34.2365791,109.0128280, None,2422308449,233915535,
34.2365436,109.0123344, None,2422308450,233915535,
34.2366500,109.0135683, None,2422308461,233915535,
34.2365726,109.0158434, None,2422308466,233915535,
34.2366323,109.0142227, None,2422308467,233915535,
34.2491599,109.0053500, None,2422308751,231864906,
34.2491741,109.0038029, None,2422308752,346966706,
34.2106737,108.9445295, None,2430867667,234973547,
34.2073723,108.9446602, None,2430869919,286427887,
34.2101444,108.9467653, None,2430869921,286427846,
34.2075013,108.9468737, None,2430869923,286427853,
34.2132671,108.9452993, None,2430870828,266795205,
34.2106758,108.9453082, None,2430870829,234973892,
34.2087460,108.9446058, None,2430872984,286427885,
34.2088013,108.9468195, None,2430872985,234974165,
34.2033118,108.9421162, None,2430876389,251746752,
34.2680166,108.9947338, None,2431092004,457336082,
34.2679944,108.9893962, None,2431092005,266583977,
34.2680459,108.9908912, None,2431092006,266583972,
34.2854193,109.0060727, None,2431092007,234999271,
34.2680503,108.9977252, None,2431092008,457336091,
34.2680343,108.9896484, None,2431092009,266583977,
34.2679496,108.9882110, None,2431092011,266583977,
34.2679545,108.9891334, None,2431092012,266583977,
34.2680546,108.9905488, None,2431092013,266583982,
34.2802070,109.0060259, None,2431092014,234999271,
34.2693002,108.9947108, None,2431092015,457336082,
34.2680299,108.9919390, None,2431092017,234999277,
34.2788462,109.0060136, None,2431092020,266847611,
34.2680296,108.9906678, None,2431092023,156592802,
34.2825651,109.0060313, None,2431092024,234999271,
34.2680464,108.9907964, None,2431092026,156592798,
34.2655423,108.9881715, None,2431092027,234999269,
34.2644078,109.0015787, None,2431092028,234999273,
34.2736049,109.0015552, None,2431092031,457336094,
34.2736404,108.9976833, None,2431092033,234999275,
34.2634192,108.9816339, None,2431098873,245286890,
34.2650551,108.9815588, None,2431098875,234999708,
34.2654931,108.9814804, None,2431098880,234999708,
34.2646788,108.9764829, None,2431098881,234999707,
34.2685153,108.9763392, None,2431098883,245286892,
34.2632529,108.9764491, None,2431098885,234999707,
34.2787895,108.9676894, 太华路立交,2431098887,267404273,
34.2645453,108.9816017, None,2431098893,234999708,
34.2710069,108.9762887, None,2431098895,234999711,
34.2644189,108.9765215, None,2431098898,234999707,
34.2617759,108.9763348, None,2431098899,234999707,
34.2766831,108.9748962, None,2431098900,234999712,
34.2740659,108.9753130, None,2431098901,376248367,
34.2740677,108.9750571, None,2431098902,234999712,
34.2728336,108.9753345, None,2431098905,234999712,
34.2694618,108.9763178, None,2431098906,234999711,
34.2727671,108.9751038, None,2431098909,234999712,
34.2647563,108.9802966, None,2431098910,245286891,
34.2713636,108.9751752, None,2431098911,234999712,
34.2783897,108.9744402, None,2431098912,234999712,
34.2767230,108.9744295, None,2431098913,234999712,
34.2733345,108.9753291, None,2431098914,234999712,
34.2788260,108.9675379, None,2431100051,267598223,
34.2781645,108.9624566, None,2431100052,457983476,
34.2780455,108.9623311, None,2431100054,258081771,
34.2779730,108.9623059, None,2431100055,258081771,
34.2789570,108.9684160, None,2431101536,235000070,
34.2786468,108.9657329, None,2431101537,267598221,
34.2790446,108.9705940, None,2431101539,457983486,
34.2786760,108.9666334, None,2431101541,267598221,
34.2785848,108.9648942, None,2431101542,267598221,
34.2718291,108.9678098, None,2431104316,263770046,
34.2742341,108.9676948, None,2431104317,335525202,
34.2716546,108.9676226, None,2431104318,263770045,
34.2696746,108.9677240, None,2431104319,235000508,
34.2737574,108.9677937, None,2431104320,263770046,
34.2716376,108.9677963, None,2431104322,263770046,
34.2714755,108.9677869, None,2431104324,263770041,
34.2538823,108.9462824, None,2431106940,256711569,
34.2560150,108.9355722, None,2431109063,246573570,
34.2553814,108.9355868, None,2431109065,246573570,
34.2473951,108.9313264, None,2431109067,245402045,
34.2568734,108.9355734, None,2431109068,246573570,
34.2450449,108.9313157, None,2431109069,245402045,
34.2571312,108.9356003, None,2431109070,246573570,
34.2082242,108.9446265, None,2431954706,235098838,
34.2082825,108.9468404, None,2431954707,235098838,
34.2099892,108.9401283, None,2431957690,235099237,
34.2087204,108.9403497, None,2431957691,235099237,
34.2078113,108.9403497, None,2431957692,235099237,
34.2092567,108.9401283, None,2431957693,235099238,
34.2092505,108.9418881, None,2431957694,235099238,
34.2083542,108.9385228, None,2431957695,235099239,
34.2087139,108.9385228, None,2431957696,235099239,
34.2087204,108.9401283, None,2431957697,235099239,
34.2102574,108.9373603, None,2431957698,235099240,
34.2083542,108.9373998, None,2431957699,235099240,
34.2099304,108.9373671, None,2431957700,235099241,
34.2099435,108.9383726, None,2431957701,235099241,
34.2096230,108.9383805, None,2431957702,235099241,
34.2096361,108.9401283, None,2431957703,235099241,
34.2057386,108.9307974, None,2431969616,172626356,
34.2057267,108.9342239, None,2431969617,601991307,
34.2067256,108.9342263, None,2431969618,601991307,
34.2035920,108.9419090, None,2431969622,28258927,
34.2035914,108.9307895, None,2431969623,172626356,
34.2133710,108.9344345, None,2431986725,457307903,
34.2133459,108.9378927, None,2431986726,457307903,
34.2133991,108.9271585, None,2431986727,457336112,
34.2133849,108.9308258, None,2431986728,235103632,
34.2383024,108.9344359, None,2433483028,235262495,
34.2197610,108.9457941, None,2433483030,457067485,
34.2169077,108.9518749, None,2433486135,479643921,
34.2132656,108.9457738, None,2433486145,266795205,
34.2158013,108.9458084, None,2433486147,235262921,
34.2302830,108.9375270, None,2433503554,235264607,
34.2302827,108.9420507, None,2433503555,235264606,
34.2296551,108.9375210, None,2433503556,235264607,
34.2301394,108.9427955, None,2433503557,235264608,
34.2303497,108.9427955, None,2433503558,235264608,
34.2308446,108.9434090, None,2433503559,235264608,
34.2301479,108.9422688, None,2433503561,235264608,
34.2307704,108.9507862, None,2433503564,235264608,
34.2300865,108.9446155, None,2433503565,259480953,
34.2300311,108.9478249, None,2433503566,279073450,
34.2292486,108.9502475, None,2433503568,235264611,
34.2306057,108.9478270, None,2433503578,279073450,
34.2292486,108.9507862, None,2433503579,235264608,
34.2296940,108.9507912, None,2433503580,235264613,
34.2296922,108.9519164, None,2433503581,259480950,
34.2281478,108.9592069, None,2433503582,235264614,
34.2281826,108.9704587, None,2433503583,235264614,
34.2263363,108.9548245, None,2433503584,235264615,
34.2281320,108.9548245, None,2433503585,235264615,
34.2316849,108.9517883, None,2433504971,334648929,
34.2321446,108.9517885, None,2433504974,235264734,
34.2321534,108.9533595, None,2433504976,235264734,
34.2333903,108.9491466, None,2433504978,235264735,
34.2333782,108.9533543, None,2433504980,548965267,
34.2333846,108.9511149, None,2433504981,235264736,
34.2321410,108.9511298, None,2433504983,235264736,
34.2358843,108.9534551, None,2433504985,235264734,
34.2316626,108.9570103, None,2433504986,235264737,
34.2339349,108.9569807, None,2433504988,235264737,
34.2600755,108.9558386, None,2433520516,235266553,
34.2601052,108.9584197, None,2433520517,259866067,
34.2595658,108.9609086, None,2433520518,235266554,
34.2582187,108.9562483, None,2433520519,235266555,
34.2582889,108.9565855, None,2433520520,235266555,
34.2586699,108.9584646, None,2433520521,259866067,
34.2595245,108.9584338, None,2433520522,259866067,
34.2594987,108.9577616, None,2433520523,235266556,
34.2595729,108.9565570, None,2433520525,235266556,
34.2589390,108.9567304, None,2433520526,235266556,
34.2588192,108.9560970, None,2433520527,235266556,
34.2573837,108.9584960, None,2433520528,259866067,
34.2575817,108.9610253, None,2433520529,235266557,
34.2595359,108.9622743, None,2433520530,337129677,
34.2595051,108.9652965, None,2433520531,235266558,
34.2590226,108.9622736, None,2433520532,337129677,
34.2589606,108.9653050, None,2433520533,235266559,
34.2568335,108.9585114, None,2433520534,259866067,
34.2568644,108.9602980, None,2433520536,235266560,
34.2562118,108.9567040, None,2433520537,235266561,
34.2562768,108.9585270, None,2433520538,259866067,
34.2789594,108.9856664, None,2433891664,245286918,
34.2790533,108.9978632, None,2433891666,48795856,
34.2772727,108.9856680, None,2433891668,235308753,
34.2789159,108.9977307, None,2433891672,266847611,
34.2789813,108.9764878, None,2433904717,245286918,
34.2762487,108.9683731, None,2433904718,245286916,
34.2753027,108.9704475, None,2433904720,245286915,
34.2713655,108.9705908, None,2433904724,235309895,
34.2731838,108.9705870, None,2433904725,235309895,
34.2809012,108.9765683, None,2433904732,235309890,
34.2817695,108.9495794, None,2433904734,235309893,
34.2718646,108.9706315, None,2433904736,235309895,
34.2740926,108.9705012, None,2433904739,245286913,
34.2811349,108.9764618, None,2433904740,235309890,
34.2763134,108.9704904, None,2433904745,245286913,
34.2797284,108.9496030, None,2433904747,247815136,
34.2769801,108.9764519, None,2433904748,235309890,
34.2797062,108.9458050, None,2433911738,247815135,
34.2817151,108.9458248, None,2433911740,235311357,
34.2077804,108.9460974, None,2434629583,235397584,
34.2078033,108.9467928, None,2434629584,235397584,
34.2078072,108.9468596, None,2434629586,235397584,
34.2077467,108.9450456, None,2434629587,235397584,
34.2073879,108.9450688, None,2434629588,286427853,
34.2077937,108.9464538, None,2434629589,235397584,
34.2078033,108.9467395, None,2434629594,235397584,
34.2102485,108.9445463, None,2434631994,235397979,
34.2102525,108.9454684, None,2434631995,235397979,
34.2043827,108.9419061, None,2434633319,28258927,
34.2053419,108.9419025, None,2434633323,28258927,
34.2538933,108.9473899, None,2434635787,40541060,
34.2537432,108.9476606, None,2434635788,40541060,
34.2538179,108.9487455, None,2434635792,245153378,
34.2538362,108.9493243, None,2434635794,40541060,
34.2099219,108.9500429, None,2436634222,220547879,
34.2093628,108.9507299, None,2436634223,220547872,
34.2094238,108.9507885, None,2436634225,220547870,
34.2075973,108.9507775, None,2436634227,220548563,
34.2096357,108.9507914, None,2436634228,220547871,
34.2093609,108.9500565, None,2436634230,220547879,
34.2096247,108.9500502, None,2436634231,220547879,
34.2293110,108.9468571, None,2436634232,259480952,
34.2099118,108.9500434, None,2436634233,220547879,
34.2076417,108.9495308, None,2436634234,220547880,
34.2099291,108.9507869, None,2436634235,220547877,
34.2308323,108.9446287, None,2436634237,382975677,
34.2099111,108.9489460, None,2436646614,220547882,
34.2025177,108.9419130, None,2436654039,28258927,
34.2632830,108.9494183, None,2438974690,288774524,
34.2406236,108.9459871, None,2438976785,245402067,
34.2450674,108.9493331, None,2438976787,212698915,
34.2378081,108.9622900, None,2438976788,283549283,
34.2426889,108.9623003, None,2438976789,334648932,
34.2475823,108.9524431, None,2438976790,245402057,
34.2513305,108.9439705, None,2438976791,287208890,
34.2537406,108.9585981, None,2438976792,216639727,
34.2513317,108.9435422, None,2438976793,333418727,
34.2475785,108.9555579, None,2438976794,245402060,
34.2450693,108.9524110, None,2438976796,245402059,
34.2600549,109.0012982, None,2438982154,148832624,
34.2590728,109.0014907, None,2438982155,148832624,
34.2592138,109.0018982, None,2438982156,148832624,
34.2593758,108.9816534, None,2438984265,235825586,
34.2239400,108.9945454, None,2442366536,334282302,
34.2225867,108.9917953, None,2442366537,236167832,
34.2230921,108.9925820, None,2442366538,236167834,
34.2225927,108.9924776, None,2442366539,236167832,
34.2226925,108.9917477, None,2442366540,236167832,
34.2227741,108.9917423, None,2442366541,236167832,
34.2294807,108.9824100, None,2442366542,247978424,
34.2225307,108.9924232, None,2442366543,236167832,
34.2224391,108.9922444, None,2442366544,236167832,
34.2233982,108.9877818, None,2442366545,370292241,
34.2326274,108.9864055, None,2442366546,236167860,
34.2226993,108.9925224, None,2442366549,236167832,
34.2225332,108.9918427, None,2442366550,236167832,
34.2224639,108.9919504, None,2442366551,236167832,
34.2230351,108.9919431, None,2442366552,236167832,
34.2324662,108.9840418, None,2442366553,236167860,
34.2224623,108.9923147, None,2442366554,236167832,
34.2224268,108.9921087, None,2442366555,361229510,
34.2229912,108.9918694, None,2442366556,361229511,
34.2230703,108.9922086, None,2442366557,236167832,
34.2233666,108.9915634, None,2442366558,361229511,
34.2230720,108.9920721, None,2442366559,236167832,
34.2228836,108.9917755, None,2442366560,236167832,
34.2305081,108.9844039, None,2442366561,236167833,
34.2303284,108.9844535, None,2442366562,247978424,
34.2327257,108.9872149, None,2442366563,236167860,
34.2331485,108.9882858, None,2442366565,236167860,
34.2259038,108.9846005, None,2442366566,236167836,
34.2229727,108.9924219, None,2442366567,236167834,
34.2330709,108.9878244, None,2442366568,236167860,
34.2246335,108.9913616, None,2442366570,236167835,
34.2233871,108.9894921, None,2442366572,236167831,
34.2228793,108.9924956, None,2442366574,236167832,
34.2325216,108.9849994, None,2442366575,236167860,
34.2194809,108.9837501, None,2442367019,236167857,
34.2334302,108.9821651, None,2442367020,236167856,
34.2190218,108.9837341, None,2442367021,236167857,
34.2192081,108.9837233, None,2442367022,236167857,
34.2322992,108.9824709, None,2442367023,236167858,
34.2188089,108.9838011, None,2442367024,236167857,
34.2197014,108.9837991, None,2442367025,457970076,
34.2322807,108.9840761, None,2442367026,236167858,
34.2174005,108.9846648, None,2442367027,236167857,
34.2322105,108.9821866, None,2442367028,236167858,
34.2176755,108.9844556, None,2442367029,236167857,
34.2171656,108.9848991, None,2442367031,457970073,
34.2344236,108.9789731, None,2442367032,236167859,
34.2345057,108.9806281, None,2442367033,285109337,
34.2323170,108.9828035, None,2442367034,236167858,
34.2345966,108.9820632, None,2442367035,236167859,
34.2854091,108.9874365, None,2446212749,466073965,
34.2837707,108.9826188, None,2446212753,28259928,
34.2851393,108.9864904, None,2446212757,28259928,
34.2821561,108.9907345, None,2446227039,335518776,
34.2820968,108.9908955, None,2446227041,266583979,
34.2611837,108.9916157, None,2446248297,236608000,
34.2603822,108.9919807, None,2446248300,266583951,
34.2623719,108.9906559, None,2446248302,236608002,
34.2620443,108.9910046, None,2446248304,156592791,
34.2622633,108.9907780, None,2446248306,236608002,
34.2616613,108.9915310, None,2446248308,335518762,
34.2624650,108.9909711, None,2446248310,236608002,
34.2602735,108.9917483, None,2446248312,156592793,
34.2626527,108.9907221, None,2446248314,156592797,
34.2604238,108.9918727, None,2446248316,156592801,
34.2611124,108.9915303, None,2446248317,236608000,
34.2622699,108.9908759, None,2446248319,236608002,
34.2612435,108.9918440, None,2446248321,236608000,
34.2618004,108.9915342, None,2446248323,457042941,
34.2598058,108.9917536, None,2446248325,156592793,
34.2623874,108.9909631, None,2446248327,236608002,
34.2612289,108.9917239, None,2446248329,236608000,
34.2595967,108.9917640, None,2446248331,156592793,
34.2620960,108.9911577, None,2446248333,335518761,
34.2709345,108.9908256, None,2446248336,156592804,
34.2619455,108.9907465, None,2446248338,335518761,
34.2586220,108.9917644, None,2446248340,335518758,
34.2618280,108.9906808, None,2446248342,335518761,
34.2625247,108.9906048, None,2446248344,266583975,
34.2589146,108.9920970, None,2446248348,28258017,
34.2488185,108.9921109, None,2446263676,231866359,
34.2499658,108.9920975, None,2446263678,457047970,
34.2556673,108.9919666, None,2446263681,266583967,
34.2543698,108.9919732, None,2446263684,266583965,
34.2522483,108.9919628, None,2446263686,266583965,
34.2528601,108.9919843, None,2446263691,266583965,
34.2561503,108.9920079, None,2446263693,335518756,
34.2595264,108.9482160, None,2450389304,237088590,
34.2371400,108.9632517, None,2450627245,283549283,
34.2362367,108.9652761, None,2450627246,237113416,
34.2358827,108.9632659, None,2450627247,237113417,
34.2362552,108.9608359, None,2450627248,237113416,
34.2340244,108.9643817, None,2450627249,237113414,
34.2349184,108.9643677, None,2450627250,568086394,
34.2362552,108.9600419, None,2450627251,237113416,
34.2362592,108.9632617, None,2450627252,237113417,
34.2389516,108.9555736, None,2450628370,237113979,
34.2397982,108.9555967, None,2450628372,245402069,
34.2416651,108.9555860, None,2450628376,237113979,
34.2371702,108.9556785, None,2450628378,237113979,
34.2278352,108.9734368, None,2459707968,238110560,
34.2247604,108.9789741, None,2459707969,238110556,
34.2239387,108.9756765, None,2459707970,238110558,
34.2273784,108.9734797, None,2459707971,238110559,
34.2277465,108.9707145, None,2459707972,238110560,
34.2246186,108.9784756, None,2459707973,238110556,
34.2262850,108.9735683, None,2459707974,238110559,
34.2232802,108.9742299, None,2459707975,333378723,
34.2241671,108.9779805, None,2459707977,238110557,
34.2277620,108.9723373, None,2459707978,238110560,
34.2277798,108.9715085, None,2459707980,238110560,
34.2245862,108.9785706, None,2459707981,238110556,
34.2277465,108.9719698, None,2459707982,238110560,
34.2243538,108.9778546, None,2459707983,238110557,
34.2247637,108.9775782, None,2459707984,238110558,
34.2277502,108.9705478, None,2459707985,238110560,
34.2258302,108.9736110, None,2459707986,247978424,
34.2248546,108.9643965, None,2459715493,272804279,
34.2270967,108.9668602, None,2459715497,238111160,
34.2256375,108.9649800, None,2459715500,238111159,
34.2265361,108.9649894, None,2459715502,238111159,
34.2252294,108.9649880, None,2459715507,238111159,
34.2266975,108.9668575, None,2459715509,238111160,
34.2253381,108.9643416, None,2459715511,238111163,
34.2255731,108.9668682, None,2459715513,238111160,
34.2265312,108.9645133, None,2459715516,238111157,
34.2265467,108.9660260, None,2459715519,238111157,
34.2258637,108.9637676, None,2459715521,238111163,
34.2248779,108.9668639, None,2459715524,272804279,
34.2257838,108.9643121, None,2459715526,238111163,
34.2258504,108.9641109, None,2459715529,238111163,
34.2252715,108.9643765, None,2459715532,238111163,
34.2213992,108.9455296, None,2459742358,238114284,
34.2208694,108.9455636, None,2459742360,238114284,
34.2204835,108.9311037, None,2459742362,238114279,
34.2244320,108.9390699, None,2459742363,238114280,
34.2045055,108.9307928, None,2459742365,172626356,
34.2230797,108.9390554, None,2459742370,252865574,
34.2198177,108.9298960, None,2459742372,238114278,
34.2232347,108.9364159, None,2459742375,238114273,
34.2223776,108.9299048, None,2459742378,238114278,
34.2210823,108.9446516, None,2459742384,238114276,
34.2200976,108.9298941, None,2459742390,238114278,
34.2197630,108.9446838, None,2459742395,457067485,
34.2214560,108.9471931, None,2459742396,238114277,
34.2215536,108.9390391, None,2459742397,238114280,
34.2213751,108.9448233, None,2459742399,238114277,
34.2244032,108.9364047, None,2459742400,238114273,
34.2032988,108.9702989, None,2459750828,266795185,
34.2036671,108.9703006, None,2459750846,266795185,
34.2003440,108.9702853, None,2459750856,266795185,
34.2120508,108.9656694, None,2459762592,238117145,
34.2119011,108.9639622, None,2459762593,238117145,
34.2119044,108.9653958, None,2459762594,238117145,
34.2118911,108.9652456, None,2459762595,238117145,
34.2132004,108.9639515, None,2459762596,238117145,
34.2121320,108.9657973, None,2459762597,266795185,
34.2098992,108.9608307, None,2459766402,238117595,
34.1946375,108.9518300, None,2459766403,266812642,
34.2103916,108.9608575, None,2459766404,238117595,
34.2120474,108.9618229, None,2459766405,251744560,
34.2106456,108.9609259, None,2459766406,238117595,
34.2120463,108.9609219, None,2459766407,252132929,
34.2110216,108.9609219, None,2459766408,238117595,
34.2098781,108.9617991, None,2459766409,251744560,
34.2526765,109.0015837, None,2470113780,148832616,
34.2431606,108.9867657, None,2502081383,242756221,
34.2433590,108.9867605, None,2502081384,242756221,
34.2579209,109.0066773, None,2502086359,242756344,
34.2573047,109.0065432, None,2502086361,242756344,
34.2583448,109.0067043, None,2502086363,242756344,
34.2576283,109.0066290, None,2502086364,242756344,
34.2596505,109.0065862, None,2502086366,242756344,
34.2587771,109.0066989, None,2502086368,242756344,
34.2591801,109.0066773, None,2502086369,310655445,
34.2603170,109.0063554, None,2502086371,334648939,
34.2570630,109.0065110, None,2502086372,242756344,
34.2565157,109.0064467, None,2502086374,242756344,
34.2600474,109.0064736, None,2502086376,242756344,
34.2706489,108.9604777, None,2502091703,258081753,
34.2706144,108.9583454, None,2502091707,242757647,
34.2679606,108.9553696, None,2502098714,242757826,
34.2689315,108.9479893, None,2502098715,334970230,
34.2731189,108.9507937, None,2502098716,242757816,
34.2679695,108.9530063, None,2502098717,242757826,
34.2680271,108.9522499, None,2502098718,242757826,
34.2701601,108.9542538, None,2502098719,456117782,
34.2663185,108.9541197, None,2502098721,243989885,
34.2689004,108.9510579, None,2502098722,242757822,
34.2659852,108.9541226, None,2502098724,463727057,
34.2731322,108.9515233, None,2502098725,242757816,
34.2714368,108.9543041, None,2502098726,242757818,
34.2667485,108.9535725, None,2502098730,391308038,
34.2677402,108.9553684, None,2502098732,242757826,
34.2667840,108.9529878, None,2502098734,243989885,
34.2699892,108.9504290, None,2502098735,242757827,
34.2689068,108.9504260, None,2502098737,242757827,
34.2716344,108.9518615, None,2502098739,142321458,
34.2638622,108.9210122, None,2502109154,296612787,
34.2625008,108.9209966, None,2502109157,242758174,
34.2556790,108.9528604, None,2502117499,187184132,
34.1996747,109.0084678, None,2502517728,55691485,
34.2366987,109.0090675, None,2502519161,285106826,
34.2378129,109.0033661, None,2502519163,335525207,
34.2368273,109.0078498, None,2502519164,285106816,
34.2365865,109.0108437, None,2502519165,233915535,
34.2371732,109.0060098, None,2502519166,233915535,
34.2369457,109.0070188, None,2502519169,233915535,
34.2333252,109.0125948, None,2502519459,242796371,
34.2332913,109.0123468, None,2502519460,242796371,
34.2328258,109.0063863, None,2502519461,625501330,
34.2331183,109.0090895, None,2502519462,285106817,
34.2329777,109.0073241, None,2502519463,242796371,
34.2330620,109.0080805, None,2502519464,242796371,
34.2668064,108.9553801, None,2513441849,243989884,
34.2675643,108.9553693, None,2513441850,243989884,
34.2675776,108.9547900, None,2513441851,243989886,
34.2667975,108.9548114, None,2513441852,243989884,
34.2676004,108.9529952, None,2513441854,243989886,
34.2179288,108.9562459, None,2514431461,55684798,
34.2639084,108.9257950, None,2523973212,59868438,
34.2625648,108.9257880, None,2523973213,59868438,
34.2555745,108.9242320, None,2523973221,245153375,
34.2549331,108.9487448, None,2523973222,245153378,
34.2538890,108.9469557, None,2523973223,245153379,
34.2550483,108.9468807, None,2523973224,245153379,
34.2082581,108.9446251, None,2523994093,286421878,
34.2082616,108.9445924, None,2523994094,286421878,
34.2071822,108.9440480, None,2523994108,286427887,
34.2077572,108.9453722, None,2523994116,235397584,
34.2087627,108.9451757, None,2523994118,234974165,
34.2082393,108.9452005, None,2523994120,235098838,
34.2074145,108.9457654, None,2523994122,286427853,
34.2071110,108.9451354, None,2523994125,245155661,
34.2071830,108.9468949, None,2523994127,245155661,
34.2072987,108.9445339, None,2523994129,286427887,
34.2076790,108.9446481, None,2523994132,234973547,
34.2076884,108.9450492, None,2523994145,235397584,
34.2082524,108.9456948, None,2523994148,235098838,
34.2077691,108.9457164, None,2523994151,235397584,
34.2087837,108.9460712, None,2523994154,234974165,
34.2082631,108.9461032, None,2523994157,235098838,
34.2575718,108.9442098, None,2525057916,277666483,
34.2610361,108.9443565, None,2525082449,245283757,
34.2597949,108.9443682, None,2525082450,245283757,
34.2610343,108.9455478, None,2525082451,28484384,
34.2575104,108.9455676, None,2525082452,277666483,
34.2595093,108.9473103, None,2525082454,277665653,
34.2582528,108.9470129, None,2525082458,277665653,
34.2595359,108.9478913, None,2525082459,245283764,
34.2574753,108.9479058, None,2525082460,245283764,
34.2626817,108.9455150, None,2525082461,245283765,
34.2626784,108.9478375, None,2525082462,533483261,
34.2622924,108.9478375, None,2525082463,533483261,
34.2622865,108.9493830, None,2525082464,245283766,
34.2618336,108.9455173, None,2525082465,245283767,
34.2618292,108.9465859, None,2525082466,245283767,
34.2616671,108.9447553, None,2525082467,245283768,
34.2616475,108.9455200, None,2525082468,245283768,
34.2639742,108.9449377, None,2525082469,245283769,
34.2638694,108.9494352, None,2525082470,463861461,
34.2644979,108.9449519, None,2525082471,245283770,
34.2644537,108.9472584, None,2525082472,245283770,
34.2658809,108.9520376, None,2525082489,245283772,
34.2639572,108.9520040, None,2525082490,245283772,
34.2639572,108.9522250, None,2525082491,245283772,
34.2633303,108.9522392, None,2525082492,288774524,
34.2620921,108.9528947, None,2525082493,245283773,
34.2621198,108.9558951, None,2525082494,245283773,
34.2621875,108.9622813, None,2525089172,245284593,
