lat,lon,name,admin1,admin2,cc
34.2500679,108.9421013, None,310347303,28258922,
34.2498848,108.9423993, None,310347332,335513835,
34.2244637,108.9420009, None,310347353,259480949,
34.2067704,108.9418973, None,310347356,28258927,
34.2106695,108.9418828, None,310347423,260087890,
34.2106555,108.9344284, None,310347426,260087890,
34.2540799,108.9416021, None,310347652,334971108,
34.2539987,108.9430673, None,310347665,334971109,
34.2604716,108.9419902, None,310347676,334971113,
34.2578307,108.9584834, None,310347697,259866067,
34.2609901,108.9583948, None,310347699,337129682,
34.2610198,108.9622557, None,310347702,263309131,
34.2699706,108.9622944, None,310348020,337129679,
34.2699447,108.9604839, None,310348021,258081753,
34.2733820,108.9604962, None,310348022,457983494,
34.2734027,108.9581077, None,310348026,334797274,
34.2751949,108.9580676, None,310348039,457983495,
34.2573263,108.9209832, None,310348052,246573542,
34.2573105,108.9277657, None,310348063,258742300,
34.2572023,108.9343663, None,310348083,246573568,
34.2570034,108.9376460, None,310348091,246573569,
34.2570604,108.9422578, None,310348108,246573569,
34.2606409,108.9214816, None,310348161,28275325,
34.2614786,108.9213442, None,310348221,28296475,
34.2791020,108.9727361, None,310358723,28259928,
34.2800688,108.9741123, None,310358724,28259928,
34.2804712,108.9749226, None,310358725,28259928,
34.2834989,108.9819446, None,310358726,28259928,
34.2845650,108.9845885, None,310358728,28259928,
34.2781794,108.9193894, None,310516209,28276817,
34.2781556,108.9201025, None,310516221,28276817,
34.2782087,108.9237574, None,310516224,490880578,
34.2782047,108.9260588, None,310516227,490880578,
34.2782424,108.9287660, None,310516233,263774008,
34.2782816,108.9305270, None,310516235,263774000,
34.2783020,108.9324712, None,310516253,263774000,
34.2783282,108.9353025, None,310516297,457984363,
34.2783918,108.9373761, None,310516299,263774000,
34.2787154,108.9395761, None,310516317,28358449,
34.2789392,108.9401836, None,310516337,28358449,
34.2790144,108.9409545, None,310516353,28358449,
34.2790051,108.9430769, None,310516366,28358449,
34.2789576,108.9433693, None,310516374,28358449,
34.2788779,108.9436891, None,310516377,28358449,
34.2786555,108.9441806, None,310516384,28358449,
34.2784348,108.9467116, None,310516386,28358450,
34.2784471,108.9486406, None,310516415,334971122,
34.2782694,108.9556723, None,310516431,334971123,
34.2782843,108.9586043, None,310516440,47848570,
34.2783421,108.9607887, None,310516443,47848570,
34.2784961,108.9631459, None,310516463,460338573,
34.2786290,108.9641328, None,310516499,460338573,
34.2787345,108.9652767, None,310516509,267404275,
34.2787946,108.9667257, None,310516629,267404275,
34.2789814,108.9709258, None,310516673,475011613,
34.2789951,108.9725369, None,310516675,264110605,
34.2609492,108.9221061, None,310740594,257224673,
34.2608099,108.9217391, None,310740603,59868406,
34.2612417,108.9216218, None,310740604,28296475,
34.2611301,108.9218643, None,310740605,28296475,
34.2610724,108.9279026, None,310740606,258742300,
34.2610723,108.9343689, None,310740607,259323729,
34.2522219,108.9188075, None,310740655,259323323,
34.2340107,108.9871102, None,310987398,212700510,
34.2345702,108.9862331, None,310987401,212700510,
34.2608272,108.9217629, None,310989514,28275325,
34.2611804,108.9217344, None,310989518,28296475,
34.2614005,108.9221139, None,310989523,242758175,
34.2608258,108.9430867, None,311003940,334971114,
34.2610394,108.9435766, None,311003944,28484384,
34.2612573,108.9430776, None,311003961,333403965,
34.2615546,108.9427048, None,311003978,334971115,
34.2615724,108.9420907, None,311003990,334971115,
34.2615239,108.9419752, None,311003994,334971116,
34.2608752,108.9411526, None,311003999,257224673,
34.2610248,108.9413331, None,311004003,28296475,
34.2612337,108.9416327, None,311004007,334971116,
34.2609059,108.9415423, None,311004011,333403966,
34.2611176,108.9415129, None,311004016,28296475,
34.2610600,108.9414342, None,311004018,28296475,
34.2608667,108.9412692, None,311004021,257224672,
34.2608403,108.9414896, None,311004022,257224672,
34.2610145,108.9434405, None,311004029,28258945,
34.2600097,108.9424222, None,311004037,28258941,
34.2602767,108.9421958, None,311004050,28258942,
34.2601009,108.9422519, None,311004055,28258942,
34.2602626,108.9425111, None,311004063,28258941,
34.2601294,108.9424408, None,311004077,28258941,
34.2446445,108.9911150, None,311260720,267213557,
34.2449703,108.9916669, None,311260721,335525204,
34.2441237,108.9914868, None,311260722,334802601,
34.2439876,108.9919929, None,311260730,370672198,
34.2443217,108.9922821, None,311260732,334802604,
34.2456181,108.9921589, None,311260733,231866359,
34.2450805,108.9921973, None,311260734,231866359,
34.2445349,108.9923903, None,311260736,334802604,
34.2447330,108.9923295, None,311260737,334802606,
34.2619517,108.9422938, None,311461939,337335331,
34.2616118,108.9421298, None,311461943,254489534,
34.2618025,108.9422748, None,311461944,254489534,
34.2659600,108.9425226, None,311461948,463727055,
34.2618036,108.9424576, None,311461949,28358444,
34.2617274,108.9424749, None,311461959,28358444,
34.2619455,108.9424365, None,311461960,463727055,
34.2657864,108.9622859, None,311461962,337129680,
34.2767936,108.9426968, None,311461978,334971118,
34.2790192,108.9426308, 安远门桥,311461984,28358449,
34.2794202,108.9424877, None,311461985,264116887,
34.2786123,108.9429278, None,311462030,335523978,
34.2790064,108.9405717, None,311462031,28358449,
34.2426746,108.9189995, None,311463628,28461936,
34.2524237,108.9346056, None,312690923,258742307,
34.2526183,108.9344340, None,312690925,277672360,
34.2427052,108.9344150, None,312690926,28461936,
34.2424776,108.9065539, None,312690948,28461936,
34.2426500,108.9072381, None,312690964,28461936,
34.2523354,108.9221992, None,312727710,259323323,
34.2522542,108.9222282, None,312727725,28465733,
34.2522542,108.9226577, None,312727753,28465733,
34.2523767,108.9226631, None,312727766,335518636,
34.2611229,108.9432826, None,312928410,28484383,
34.2610195,108.9431534, None,313425474,333403965,
34.2616043,108.9422478, None,313425478,334971115,
34.2616026,108.9425150, None,313425479,334971115,
34.2134967,108.9032777, None,315744860,148975613,
34.2315273,108.9253150, None,337128989,30525575,
34.2314223,108.9255443, None,337129002,30525575,
34.2313532,108.9257784, None,337129022,30525575,
34.2313100,108.9259637, None,337129037,30525575,
34.2312713,108.9262079, None,337129055,30525575,
34.2311175,108.9342091, None,337129128,334648919,
34.2316844,108.9339444, None,337129147,334648923,
34.2319096,108.9341566, None,337129164,334648921,
34.2319744,108.9346168, None,337129182,334648921,
34.2319591,108.9342707, None,337129219,334648921,
34.2318441,108.9340638, None,337129239,334648921,
34.2314372,108.9339222, None,337129300,334648923,
34.2314080,108.9350449, None,337129318,334648922,
34.2310917,108.9346658, None,337129334,334648919,
34.2310802,108.9343219, None,337129353,334648919,
34.2319274,108.9347537, None,337129371,334648921,
34.2317801,108.9340030, None,337129407,334648923,
34.2312358,108.9349136, None,337129445,334648922,
34.2312088,108.9340643, None,337129488,334648923,
34.2317735,108.9269223, None,337129521,335527359,
34.2317291,108.9279640, None,337129654,334648916,
34.2319985,108.9275566, None,337129677,335527366,
34.2310175,108.9274010, None,337129697,335527364,
34.2319396,108.9270866, None,337129740,335527359,
34.2316638,108.9268644, None,337129760,334648917,
34.2312181,108.9278773, None,337129784,335527364,
34.2315262,108.9280115, None,337129830,334648916,
34.2312598,108.9263785, None,337129962,30525575,
34.2312455,108.9266839, None,337129994,30525575,
34.2610939,108.9493590, None,369468305,457307901,
34.2788592,109.0094295, None,431391126,266847611,
34.2789379,108.9946394, None,431391131,266847611,
34.2716555,108.9558813, None,431391142,334797269,
34.2716696,108.9581464, None,431391143,334797274,
34.2132167,108.9593089, None,432486568,457336048,
34.2780170,108.9283860, None,440622995,369790062,
34.2610365,108.9655516, None,440622997,263309131,
34.2608013,108.9652771, None,440622998,337129678,
34.2602737,108.9662508, None,440622999,334281912,
34.2607122,108.9679195, None,440623003,263771123,
34.2608435,108.9689362, None,440623004,333404260,
34.2607813,108.9701643, None,440623005,337129676,
34.2607305,108.9719946, None,440623006,337129676,
34.2606470,108.9745302, None,440623007,337129676,
34.2616132,108.9678332, None,440623008,263771123,
34.2627613,108.9676781, None,440623009,337335335,
34.2678793,108.9675336, None,440623014,337335334,
34.2684184,108.9675429, None,440623015,337335334,
34.2698586,108.9676036, None,440623016,37587463,
34.2712533,108.9676808, None,440623017,263769901,
34.2718686,108.9676808, None,440623018,263769902,
34.2733909,108.9676898, None,440623020,263769902,
34.2748582,108.9676985, None,440623023,335525201,
34.2760797,108.9677057, None,440623025,335525201,
34.2771621,108.9677121, None,440623026,335525201,
34.2783331,108.9676893, None,440623028,267404277,
34.2788841,108.9676863, None,440623031,267404269,
34.2791256,108.9676819, None,440623033,264110602,
34.2659349,108.9449868, None,477354512,142324640,
34.2633424,108.9424503, None,477354515,463727055,
34.2633263,108.9449160, None,477354516,39820421,
34.2316346,108.9437958, None,477410076,334648925,
34.2314882,108.9422710, None,477410081,381429050,
34.2320377,108.9422649, None,477410082,381429050,
34.2317825,108.9437055, None,477410087,28340417,
34.2270747,108.9489591, None,477410093,92223047,
34.2243973,108.9489326, None,477410095,259480949,
34.2544773,108.9462636, None,477410112,40541060,
34.2545663,108.9424606, None,477410114,28258941,
34.2426754,108.9588918, None,477410117,334648934,
34.2179379,108.9585206, None,477410123,250513162,
34.2574796,108.9463063, None,491836233,277666483,
34.2535688,108.9283048, None,491836235,266577945,
34.2541603,108.9210031, None,491836237,263860579,
34.2716698,108.9604672, None,491836240,457983494,
34.2716700,108.9622930, None,491836241,59140295,
34.2714163,108.9692654, None,491836244,263770040,
34.2713964,108.9701985, None,491836245,142320591,
34.2713269,108.9713660, None,491836246,142320591,
34.2712212,108.9728564, None,491836247,142320591,
34.2710247,108.9759137, None,491836248,142320591,
34.2709575,108.9773277, None,491836250,361236423,
34.2684316,108.9343114, None,491836252,40541074,
34.2660808,108.9343717, None,491836253,40541070,
34.2647136,108.9343901, None,491836254,40541072,
34.2617778,108.9393803, None,491836256,254488438,
34.2610345,108.9454917, None,491836258,277665934,
34.2575133,108.9454952, None,491836259,277666483,
34.2659693,108.9423210, None,491836260,337335331,
34.2660496,108.9391166, None,491836261,434568078,
34.2647111,108.9390864, None,491836262,490880690,
34.2647145,108.9336318, None,491836263,59140316,
34.2684300,108.9336483, None,491836264,457035236,
34.2684535,108.9348346, None,491836265,40541074,
34.2289155,108.9345012, None,527770774,142432186,
34.2516601,108.9398508, None,608545743,335527355,
34.2524134,108.9384520, None,608545744,335518664,
34.2712821,108.9210146, None,608545745,463727052,
34.2513763,108.9406066, None,608545747,335527355,
34.2786094,108.9420715, None,608545755,334971120,
34.2101500,109.0118532, None,608553861,267205288,
34.2104576,109.0151531, None,608553862,267205288,
34.2174778,108.9985255, None,608553864,267205293,
34.2162320,109.0006506, None,608553865,267205293,
34.2154721,109.0040503, None,608553866,267205293,
34.2145040,109.0055075, None,608553867,267205293,
34.2132972,109.0061109, None,608553868,267205293,
34.2133769,109.0227647, None,608553869,267205288,
34.2278245,108.9920015, None,608554435,311900807,
34.2315619,108.9519254, None,608557406,259480950,
34.2248634,108.9653281, None,608557410,272804279,
34.2751768,108.9605259, None,608570175,59140341,
34.2784324,108.9605805, None,608570177,457983477,
34.2785062,108.9406775, None,611107145,266957513,
34.2597681,108.9454877, None,699599816,277665934,
34.2610960,108.9494872, None,699599829,258081769,
34.2658412,108.9558673, None,699662630,142324643,
34.2633674,108.9558608, None,699662678,288774524,
34.2622539,108.9558948, None,699662720,59128886,
34.2610683,108.9558895, None,699662789,59128886,
34.2576312,108.9523853, None,699665591,181355868,
34.2599825,108.9558228, None,699665598,259864875,
34.2597404,108.9558675, None,699665602,55682683,
34.2557587,108.9526975, None,699669690,187184134,
34.2549262,108.9528879, None,699669694,187184134,
34.2535467,108.9528112, None,699669696,181353848,
34.2535735,108.9485939, None,699669697,59140336,
34.2536135,108.9514639, None,699669699,59140336,
34.2536363,108.9563029, None,699669701,59140336,
34.2579957,108.9548336, None,699669712,181355868,
34.2571993,108.9550605, None,699669713,181355866,
34.2559973,108.9551779, None,699669717,181355866,
34.2576095,108.9515446, None,699669740,181355868,
34.2576398,108.9524893, None,699669763,181355868,
34.2539649,108.9564810, None,699671583,55683011,
34.2553680,108.9567289, None,699671593,55683011,
34.2575380,108.9493569, None,699678565,457307901,
34.2131970,108.9649078, None,699695314,266795185,
34.2132324,108.9563549, None,699695383,335700121,
34.2132789,108.9419051, None,699695602,258738673,
34.2374648,108.9858942, None,699777785,337335341,
34.2081298,108.9969389, None,699777814,55691492,
34.2250101,108.9716344, None,699777815,247978424,
34.2087874,108.9953931, None,699777826,55691492,
34.2082043,108.9950262, None,699777848,55691492,
34.2073780,108.9961045, None,699777852,148554787,
34.2078046,108.9968359, None,699777854,348652495,
34.2089534,108.9960469, None,699777856,142323479,
34.2065827,108.9947705, None,699777858,55691493,
34.2059108,108.9947034, None,699777859,55691493,
34.2047169,108.9951562, None,699777860,55691493,
34.2037296,108.9958249, None,699777861,55691493,
34.2086137,108.9971536, None,699777864,55691494,
34.2086487,108.9983287, None,699777866,55691494,
34.2033260,108.9962176, None,699777874,55691493,
34.2270400,108.9519035, None,699783518,259480950,
34.2168251,108.9134084, None,699879890,55696766,
34.2164704,108.9150250, None,699879898,55697035,
34.2164231,108.9271950, None,699893715,55697035,
34.2164533,108.9215125, None,699893736,55697035,
34.2218001,108.9165349, None,699893763,172616580,
34.2217850,108.9248112, None,699893773,172616580,
34.2218476,108.9344802, None,699911293,238114275,
34.2161078,108.9344408, None,699911422,142432191,
34.2195132,108.9344483, None,699911479,142432189,
34.2774716,108.9662542, None,732825266,59128842,
34.2763732,108.9605457, None,732825343,59140341,
34.2782732,108.9580131, None,732825368,47848570,
34.2733665,108.9622915, None,732825416,59140295,
34.2776130,108.9658650, None,732825430,59128842,
34.2716701,108.9643118, None,732825451,59140290,
34.2650130,108.9497874, None,732825465,258081767,
34.2775255,108.9605671, None,732825487,457308488,
34.2763613,108.9643122, None,732825560,457307897,
34.2535941,108.9216152, None,732825562,263860579,
34.2632861,108.9495575, None,732825569,288774524,
34.2763550,108.9662990, None,732825656,457307897,
34.2733491,108.9643119, None,732825688,59128864,
34.2751489,108.9643121, None,732825690,457307902,
34.2773431,108.9663237, None,732825695,59128842,
34.2751340,108.9663255, None,732825753,457307902,
34.2763677,108.9622890, None,732825837,457307897,
34.2751638,108.9622900, None,732825875,457307902,
34.2713798,108.9281460, None,732825907,463727052,
34.2716703,108.9662515, None,732826020,447556640,
34.2776029,108.9642507, None,732826068,59128842,
34.2775931,108.9661144, None,732826162,59128842,
34.2776006,108.9622879, None,732826175,457308488,
34.2535764,108.9415095, None,732826192,334971108,
34.2733316,108.9663223, None,732826197,59128864,
34.2633474,108.9622810, None,733110401,59140294,
34.2576512,108.9424121, None,733110409,277666483,
34.2686096,108.9558742, None,733110420,59140303,
34.2674894,108.9622893, None,733110424,337129679,
34.2730542,108.9283185, None,733110427,59140344,
34.2763912,108.9538088, None,733110429,59140317,
34.2687509,108.9605000, None,733110431,595678374,
34.2770928,108.9284282, None,733110433,457308487,
34.2686674,108.9582192, None,733110435,59140303,
34.2711765,108.9229482, None,733110437,474620435,
34.2714480,108.9583277, None,733110439,142321459,
34.2726291,108.9381489, None,733110440,59140346,
34.2763859,108.9558991, None,733110442,334797273,
34.2615571,108.9662931, None,733110444,258081763,
34.2713521,108.9381330, None,733110445,266957160,
34.2751376,108.9426378, None,733110450,337335333,
34.2674301,108.9582450, None,733110451,59140339,
34.2535804,108.9253890, None,733110453,263860579,
34.2591408,108.9343677, None,733110454,246573547,
34.2752039,108.9517542, None,733110457,457308489,
34.2729740,108.9229536, None,733110459,59140350,
34.2716696,108.9583229, None,733110462,59140337,
34.2712057,108.9257906, None,733110463,266957160,
34.2687092,108.9583873, None,733110467,595678374,
34.2764030,108.9496589, None,733110469,245283774,
34.2696549,108.9464820, None,733110470,59140345,
34.2773158,108.9432589, None,733110472,334971117,
34.2698891,108.9583594, None,733110473,59140337,
34.2770609,108.9580676, None,733110474,457307898,
34.2535735,108.9270590, None,733110475,266577945,
34.2714540,108.9604637, None,733110476,457983494,
34.2731602,108.9496051, None,733110477,457983493,
34.2751936,108.9582458, None,733110479,457983495,
34.2733732,108.9558881, None,733110482,59140304,
34.2752091,108.9282647, None,733110485,369790063,
34.2698836,108.9558823, None,733110487,59140311,
34.2685625,108.9424268, None,733110489,337335331,
34.2728004,108.9336027, None,733110492,460976775,
34.2592471,108.9278258, None,733110494,258742300,
34.2545163,108.9567546, None,733110496,55683011,
34.2752077,108.9283894, None,733110498,277555004,
34.2633691,108.9603977, None,733110501,59140294,
34.2574068,108.9313624, None,733110507,257224674,
34.2713505,108.9257888, None,733110510,463727052,
34.2714485,108.9581494, None,733110512,334797268,
34.2738460,108.9381265, None,733110518,59140305,
34.2658163,108.9675053, None,733110520,337335334,
34.2608972,108.9253152, None,733110523,257224673,
34.2656947,108.9653481, None,733110527,337129680,
34.2675474,108.9662782, None,733110528,142320581,
34.2688641,108.9662563, None,733110530,142320581,
34.2763954,108.9517680, None,733110531,59140355,
34.2714703,108.9662639, None,733110532,447556655,
34.2773079,108.9418665, None,733110533,334971121,
34.2700272,108.9662641, None,733110553,142320581,
34.2713107,108.9229514, None,733110554,463727052,
34.2534918,108.9534198, None,733110555,59140336,
34.2769501,108.9209194, None,733110556,457308487,
34.2751697,108.9380964, None,733110558,277555004,
34.2687867,108.9622919, None,733110562,595678374,
34.2727078,108.9358214, None,733110564,59140344,
34.2714146,108.9464732, None,733110565,142321460,
34.2660687,108.9383971, None,733110566,295788345,
34.2610362,108.9603843, None,733110568,263309131,
34.2676253,108.9523665, None,733110569,59140332,
34.2535706,108.9314272, None,733110572,447556690,
34.2660663,108.9662682, None,733110577,258248751,
34.2752427,108.9229110, None,733110580,457035253,
34.2535841,108.9493075, None,733110581,456114499,
34.2673720,108.9558710, None,733110585,59140339,
34.2784756,108.9400597, None,733110588,266957513,
34.2715214,108.9381482, None,733110592,142321461,
34.2774283,108.9517800, None,733110594,59140355,
34.2658775,108.9523662, None,733110598,142324643,
34.2541755,108.9661918, None,733110601,59140336,
34.2720311,108.9259184, None,733110642,59140356,
34.2699991,108.9642950, None,733110645,59140349,
34.2752010,108.9537814, None,733110650,457308489,
34.2543406,108.9663379, None,733110653,258081755,
34.2659193,108.9465200, None,733110660,142324640,
34.2773983,108.9496704, None,733110662,245283774,
34.2697273,108.9426169, None,733110664,254489533,
34.2674633,108.9605173, None,733110665,258081753,
34.2763824,108.9582530, None,733110667,457307899,
34.2726702,108.9424606, None,733110669,254607358,
34.2752236,108.9318250, None,733110672,277555004,
34.2752412,108.9261880, None,733110673,246438216,
34.2711469,108.9210162, None,733110675,266957160,
34.2729107,108.9317443, None,733110677,59140344,
34.2763784,108.9580658, None,733110681,457307898,
34.2713832,108.9282549, None,733110683,463727052,
34.2655753,108.9662304, None,733110684,258248751,
34.2658050,108.9604530, None,733110686,337129683,
34.2714300,108.9518935, None,733110687,142321460,
34.2696405,108.9450449, None,733110688,59140315,
34.2718788,108.9257858, None,733110692,59140356,
34.2714591,108.9622931, None,733110693,142321459,
34.2752031,108.9496245, None,733110698,457983493,
34.2769729,108.9216329, None,733110700,457308487,
34.2646950,108.9279474, None,733110702,516364636,
34.2591342,108.9313392, None,733110706,257224674,
34.2770928,108.9285057, None,733110708,246438218,
34.2674326,108.9584151, None,733110710,59140337,
34.2777488,108.9284987, None,733110713,447556636,
34.2774542,108.9538334, None,733110715,59140317,
34.2714648,108.9643050, None,733110718,142321459,
34.2734012,108.9582848, None,733110720,59140337,
34.2608875,108.9313156, None,733110722,257224673,
34.2714196,108.9426562, None,733110723,337335332,
34.2752031,108.9338249, None,733110725,277555004,
34.2712311,108.9280551, None,733110727,516364636,
34.2716353,108.9495821, None,733110735,497244541,
34.2701907,108.9383516, None,733110737,59140287,
34.2680274,108.9519759, None,733110738,242757826,
34.2732685,108.9261464, None,733110743,59140356,
34.2633209,108.9662628, None,733110745,59140296,
34.2751980,108.9558947, None,733110751,457308489,
34.2759621,108.9216508, None,733110754,457035253,
34.2698863,108.9582080, None,733110756,59140311,
34.2752944,108.9216378, None,733110758,246438219,
34.2686087,108.9384140, None,733110760,59140287,
34.2540912,108.9659343, None,733110761,59140336,
34.2729468,108.9259623, None,733110766,59140356,
34.2774693,108.9558896, None,733110767,447556647,
34.2570923,108.9654948, None,743368096,259866073,
34.2600501,108.9608675, None,743368099,59868421,
34.2712889,108.9330259, None,743368101,460976757,
34.2540132,108.9373901, None,743368108,277672353,
34.2684201,108.9425932, None,743368111,254489533,
34.2689048,108.9307355, None,743368112,59868440,
34.2560333,108.9615542, None,743368117,59868422,
34.2574377,108.9622714, None,743368118,337129677,
34.2563709,108.9230476, None,743368119,59868417,
34.2684280,108.9332239, None,743368122,457035236,
34.2696348,108.9307495, None,743368126,59868440,
34.2576522,108.9422616, None,743368127,59868442,
34.2677321,108.9230886, None,743368131,59868428,
34.2557814,108.9622692, None,743368132,337129677,
34.2579756,108.9653205, None,743368135,59868472,
34.2685511,108.9330656, None,743368136,457035236,
34.2696557,108.9294068, None,743368138,59868399,
34.2680379,108.9319381, None,743368140,474628512,
34.2696348,108.9230872, None,743368147,59868428,
34.2624911,108.9257896, None,743368149,242758174,
34.2676616,108.9280871, None,743368151,516364636,
34.2595629,108.9217418, None,743368153,59868406,
34.2539806,108.9278671, None,743368156,266577945,
34.2694405,108.9280365, None,743368158,516364636,
34.2546980,108.9393409, None,743368159,59868433,
34.2694292,108.9287627, None,743368161,59868399,
34.2672819,108.9210399, None,743368162,59868428,
34.2580155,108.9610166, None,743368168,59868418,
34.2609165,108.9237702, None,743368169,257224673,
34.2606140,108.9652790, None,743368171,59868430,
34.2600422,108.9662956, None,743368172,258081755,
34.2540001,108.9639414, None,743368173,59140336,
34.2540294,108.9230166, None,743368175,246573550,
34.2683561,108.9450248, None,743368176,59868455,
34.2545126,108.9414226, None,743368179,456111339,
34.2570204,108.9386413, None,743368180,246573569,
34.2751598,108.9386823, None,743368184,277555004,
34.2563116,108.9615545, None,743368189,59868422,
34.2670064,108.9258355, None,743368191,59868434,
34.2625001,108.9265012, None,743368192,59868464,
34.2595102,108.9237887, None,743368193,246573544,
34.2712599,108.9307395, None,743368195,266957160,
